#curie_map:
#  cdm.rosetta: https://cdm.finos.org/rosetta/
#  common_domain_model: https://w3id.org/lmodel/common-domain-model/
#  linkml: https://w3id.org/linkml/
#  semapv: https://w3id.org/semapv/vocab/
subject_id	subject_label	subject_source	predicate_id	object_id	object_label	object_source	mapping_justification	comment
cdm.rosetta:cdm.base	cdm.base	cdm.rosetta	skos:exactMatch	common_domain_model:cdm_base	cdm_base	common_domain_model	semapv:ManualMappingCuration	Rosetta namespace -> LinkML module
cdm.rosetta:cdm.base.datetime	cdm.base.datetime	cdm.rosetta	skos:exactMatch	common_domain_model:cdm_base_datetime	cdm_base_datetime	common_domain_model	semapv:ManualMappingCuration	Rosetta namespace -> LinkML module
cdm.rosetta:cdm.base.datetime.AdjustableDate	type AdjustableDate	cdm.rosetta	skos:exactMatch	common_domain_model:AdjustableDate	class AdjustableDate	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_base_datetime
cdm.rosetta:cdm.base.datetime.AdjustableDate.unadjustedDate	AdjustableDate.unadjustedDate	cdm.rosetta	skos:exactMatch	common_domain_model:unadjustedDate	slot unadjustedDate	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.AdjustableDate.dateAdjustments	AdjustableDate.dateAdjustments	cdm.rosetta	skos:exactMatch	common_domain_model:dateAdjustments	slot dateAdjustments	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.AdjustableDate.dateAdjustmentsReference	AdjustableDate.dateAdjustmentsReference	cdm.rosetta	skos:exactMatch	common_domain_model:dateAdjustmentsReference	slot dateAdjustmentsReference	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.AdjustableDate.adjustedDate	AdjustableDate.adjustedDate	cdm.rosetta	skos:exactMatch	common_domain_model:adjustedDate	slot adjustedDate	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.AdjustableDates	type AdjustableDates	cdm.rosetta	skos:exactMatch	common_domain_model:AdjustableDates	class AdjustableDates	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_base_datetime
cdm.rosetta:cdm.base.datetime.AdjustableDates.unadjustedDate	AdjustableDates.unadjustedDate	cdm.rosetta	skos:exactMatch	common_domain_model:unadjustedDate	slot unadjustedDate	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..*) -> LinkML slot
cdm.rosetta:cdm.base.datetime.AdjustableDates.dateAdjustments	AdjustableDates.dateAdjustments	cdm.rosetta	skos:exactMatch	common_domain_model:dateAdjustments	slot dateAdjustments	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.AdjustableDates.adjustedDate	AdjustableDates.adjustedDate	cdm.rosetta	skos:exactMatch	common_domain_model:adjustedDate	slot adjustedDate	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..*) -> LinkML slot
cdm.rosetta:cdm.base.datetime.AdjustableOrAdjustedDate	type AdjustableOrAdjustedDate	cdm.rosetta	skos:exactMatch	common_domain_model:AdjustableOrAdjustedDate	class AdjustableOrAdjustedDate	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_base_datetime
cdm.rosetta:cdm.base.datetime.AdjustableOrAdjustedDate.unadjustedDate	AdjustableOrAdjustedDate.unadjustedDate	cdm.rosetta	skos:exactMatch	common_domain_model:unadjustedDate	slot unadjustedDate	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.AdjustableOrAdjustedDate.dateAdjustments	AdjustableOrAdjustedDate.dateAdjustments	cdm.rosetta	skos:exactMatch	common_domain_model:dateAdjustments	slot dateAdjustments	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.AdjustableOrAdjustedDate.adjustedDate	AdjustableOrAdjustedDate.adjustedDate	cdm.rosetta	skos:exactMatch	common_domain_model:adjustedDate	slot adjustedDate	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.AdjustableOrAdjustedOrRelativeDate	type AdjustableOrAdjustedOrRelativeDate	cdm.rosetta	skos:exactMatch	common_domain_model:AdjustableOrAdjustedOrRelativeDate	class AdjustableOrAdjustedOrRelativeDate	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_base_datetime
cdm.rosetta:cdm.base.datetime.AdjustableOrAdjustedOrRelativeDate.unadjustedDate	AdjustableOrAdjustedOrRelativeDate.unadjustedDate	cdm.rosetta	skos:exactMatch	common_domain_model:unadjustedDate	slot unadjustedDate	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.AdjustableOrAdjustedOrRelativeDate.dateAdjustments	AdjustableOrAdjustedOrRelativeDate.dateAdjustments	cdm.rosetta	skos:exactMatch	common_domain_model:dateAdjustments	slot dateAdjustments	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.AdjustableOrAdjustedOrRelativeDate.adjustedDate	AdjustableOrAdjustedOrRelativeDate.adjustedDate	cdm.rosetta	skos:exactMatch	common_domain_model:adjustedDate	slot adjustedDate	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.AdjustableOrAdjustedOrRelativeDate.relativeDate	AdjustableOrAdjustedOrRelativeDate.relativeDate	cdm.rosetta	skos:exactMatch	common_domain_model:relativeDate	slot relativeDate	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.AdjustableOrRelativeDate	type AdjustableOrRelativeDate	cdm.rosetta	skos:exactMatch	common_domain_model:AdjustableOrRelativeDate	class AdjustableOrRelativeDate	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_base_datetime
cdm.rosetta:cdm.base.datetime.AdjustableOrRelativeDate.adjustableDate	AdjustableOrRelativeDate.adjustableDate	cdm.rosetta	skos:exactMatch	common_domain_model:adjustableDate	slot adjustableDate	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.AdjustableOrRelativeDate.relativeDate	AdjustableOrRelativeDate.relativeDate	cdm.rosetta	skos:exactMatch	common_domain_model:relativeDate	slot relativeDate	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.AdjustableOrRelativeDates	type AdjustableOrRelativeDates	cdm.rosetta	skos:exactMatch	common_domain_model:AdjustableOrRelativeDates	class AdjustableOrRelativeDates	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_base_datetime
cdm.rosetta:cdm.base.datetime.AdjustableOrRelativeDates.adjustableDates	AdjustableOrRelativeDates.adjustableDates	cdm.rosetta	skos:exactMatch	common_domain_model:adjustableDates	slot adjustableDates	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.AdjustableOrRelativeDates.relativeDates	AdjustableOrRelativeDates.relativeDates	cdm.rosetta	skos:exactMatch	common_domain_model:relativeDates	slot relativeDates	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.AdjustedRelativeDateOffset	type AdjustedRelativeDateOffset	cdm.rosetta	skos:exactMatch	common_domain_model:AdjustedRelativeDateOffset	class AdjustedRelativeDateOffset	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_base_datetime
cdm.rosetta:cdm.base.datetime.AdjustedRelativeDateOffset.relativeDateAdjustments	AdjustedRelativeDateOffset.relativeDateAdjustments	cdm.rosetta	skos:exactMatch	common_domain_model:relativeDateAdjustments	slot relativeDateAdjustments	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.BusinessCenters	type BusinessCenters	cdm.rosetta	skos:exactMatch	common_domain_model:BusinessCenters	class BusinessCenters	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_base_datetime
cdm.rosetta:cdm.base.datetime.BusinessCenters.businessCenter	BusinessCenters.businessCenter	cdm.rosetta	skos:exactMatch	common_domain_model:businessCenter	slot businessCenter	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..*) -> LinkML slot
cdm.rosetta:cdm.base.datetime.BusinessCenters.commodityBusinessCalendar	BusinessCenters.commodityBusinessCalendar	cdm.rosetta	skos:exactMatch	common_domain_model:commodityBusinessCalendar	slot commodityBusinessCalendar	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..*) -> LinkML slot
cdm.rosetta:cdm.base.datetime.BusinessCenters.businessCentersReference	BusinessCenters.businessCentersReference	cdm.rosetta	skos:exactMatch	common_domain_model:businessCentersReference	slot businessCentersReference	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.BusinessCenterTime	type BusinessCenterTime	cdm.rosetta	skos:exactMatch	common_domain_model:BusinessCenterTime	class BusinessCenterTime	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_base_datetime
cdm.rosetta:cdm.base.datetime.BusinessCenterTime.hourMinuteTime	BusinessCenterTime.hourMinuteTime	cdm.rosetta	skos:exactMatch	common_domain_model:hourMinuteTime	slot hourMinuteTime	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (1..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.BusinessCenterTime.businessCenter	BusinessCenterTime.businessCenter	cdm.rosetta	skos:exactMatch	common_domain_model:businessCenter	slot businessCenter	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (1..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.BusinessDateRange	type BusinessDateRange	cdm.rosetta	skos:exactMatch	common_domain_model:BusinessDateRange	class BusinessDateRange	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_base_datetime
cdm.rosetta:cdm.base.datetime.BusinessDateRange.businessDayConvention	BusinessDateRange.businessDayConvention	cdm.rosetta	skos:exactMatch	common_domain_model:businessDayConvention	slot businessDayConvention	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (1..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.BusinessDateRange.businessCenters	BusinessDateRange.businessCenters	cdm.rosetta	skos:exactMatch	common_domain_model:businessCenters	slot businessCenters	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.BusinessDayAdjustments	type BusinessDayAdjustments	cdm.rosetta	skos:exactMatch	common_domain_model:BusinessDayAdjustments	class BusinessDayAdjustments	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_base_datetime
cdm.rosetta:cdm.base.datetime.BusinessDayAdjustments.businessDayConvention	BusinessDayAdjustments.businessDayConvention	cdm.rosetta	skos:exactMatch	common_domain_model:businessDayConvention	slot businessDayConvention	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (1..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.BusinessDayAdjustments.businessCenters	BusinessDayAdjustments.businessCenters	cdm.rosetta	skos:exactMatch	common_domain_model:businessCenters	slot businessCenters	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.DateRange	type DateRange	cdm.rosetta	skos:exactMatch	common_domain_model:DateRange	class DateRange	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_base_datetime
cdm.rosetta:cdm.base.datetime.DateRange.startDate	DateRange.startDate	cdm.rosetta	skos:exactMatch	common_domain_model:startDate	slot startDate	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (1..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.DateRange.endDate	DateRange.endDate	cdm.rosetta	skos:exactMatch	common_domain_model:endDate	slot endDate	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (1..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.DateList	type DateList	cdm.rosetta	skos:exactMatch	common_domain_model:DateList	class DateList	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_base_datetime
cdm.rosetta:cdm.base.datetime.DateList.date	DateList.date	cdm.rosetta	skos:exactMatch	common_domain_model:date	slot date	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (1..*) -> LinkML slot
cdm.rosetta:cdm.base.datetime.DateTimeList	type DateTimeList	cdm.rosetta	skos:exactMatch	common_domain_model:DateTimeList	class DateTimeList	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_base_datetime
cdm.rosetta:cdm.base.datetime.DateTimeList.dateTime	DateTimeList.dateTime	cdm.rosetta	skos:exactMatch	common_domain_model:dateTime	slot dateTime	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (1..*) -> LinkML slot
cdm.rosetta:cdm.base.datetime.Frequency	type Frequency	cdm.rosetta	skos:exactMatch	common_domain_model:Frequency	class Frequency	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_base_datetime
cdm.rosetta:cdm.base.datetime.Frequency.periodMultiplier	Frequency.periodMultiplier	cdm.rosetta	skos:exactMatch	common_domain_model:periodMultiplier	slot periodMultiplier	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (1..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.Frequency.period	Frequency.period	cdm.rosetta	skos:exactMatch	common_domain_model:period	slot period	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (1..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.Offset	type Offset	cdm.rosetta	skos:exactMatch	common_domain_model:Offset	class Offset	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_base_datetime
cdm.rosetta:cdm.base.datetime.Offset.dayType	Offset.dayType	cdm.rosetta	skos:exactMatch	common_domain_model:dayType	slot dayType	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.CustomisableOffset	type CustomisableOffset	cdm.rosetta	skos:exactMatch	common_domain_model:CustomisableOffset	class CustomisableOffset	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_base_datetime
cdm.rosetta:cdm.base.datetime.CustomisableOffset.offset	CustomisableOffset.offset	cdm.rosetta	skos:exactMatch	common_domain_model:offset	slot offset	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.CustomisableOffset.customProvision	CustomisableOffset.customProvision	cdm.rosetta	skos:exactMatch	common_domain_model:customProvision	slot customProvision	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.Period	type Period	cdm.rosetta	skos:exactMatch	common_domain_model:Period	class Period	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_base_datetime
cdm.rosetta:cdm.base.datetime.Period.periodMultiplier	Period.periodMultiplier	cdm.rosetta	skos:exactMatch	common_domain_model:periodMultiplier	slot periodMultiplier	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (1..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.Period.period	Period.period	cdm.rosetta	skos:exactMatch	common_domain_model:period	slot period	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (1..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.RelativeDates	type RelativeDates	cdm.rosetta	skos:exactMatch	common_domain_model:RelativeDates	class RelativeDates	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_base_datetime
cdm.rosetta:cdm.base.datetime.RelativeDates.periodSkip	RelativeDates.periodSkip	cdm.rosetta	skos:exactMatch	common_domain_model:periodSkip	slot periodSkip	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.RelativeDates.scheduleBounds	RelativeDates.scheduleBounds	cdm.rosetta	skos:exactMatch	common_domain_model:scheduleBounds	slot scheduleBounds	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.RelativeDateOffset	type RelativeDateOffset	cdm.rosetta	skos:exactMatch	common_domain_model:RelativeDateOffset	class RelativeDateOffset	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_base_datetime
cdm.rosetta:cdm.base.datetime.RelativeDateOffset.businessDayConvention	RelativeDateOffset.businessDayConvention	cdm.rosetta	skos:exactMatch	common_domain_model:businessDayConvention	slot businessDayConvention	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (1..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.RelativeDateOffset.businessCenters	RelativeDateOffset.businessCenters	cdm.rosetta	skos:exactMatch	common_domain_model:businessCenters	slot businessCenters	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.RelativeDateOffset.businessCentersReference	RelativeDateOffset.businessCentersReference	cdm.rosetta	skos:exactMatch	common_domain_model:businessCentersReference	slot businessCentersReference	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.RelativeDateOffset.dateRelativeTo	RelativeDateOffset.dateRelativeTo	cdm.rosetta	skos:exactMatch	common_domain_model:dateRelativeTo	slot dateRelativeTo	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.RelativeDateOffset.adjustedDate	RelativeDateOffset.adjustedDate	cdm.rosetta	skos:exactMatch	common_domain_model:adjustedDate	slot adjustedDate	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.TimeZone	type TimeZone	cdm.rosetta	skos:exactMatch	common_domain_model:TimeZone	class TimeZone	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_base_datetime
cdm.rosetta:cdm.base.datetime.TimeZone.time	TimeZone.time	cdm.rosetta	skos:exactMatch	common_domain_model:time	slot time	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (1..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.TimeZone.location	TimeZone.location	cdm.rosetta	skos:exactMatch	common_domain_model:location	slot location	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.DirectOrRelativeTime	type DirectOrRelativeTime	cdm.rosetta	skos:exactMatch	common_domain_model:DirectOrRelativeTime	class DirectOrRelativeTime	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_base_datetime
cdm.rosetta:cdm.base.datetime.DirectOrRelativeTime.directTime	DirectOrRelativeTime.directTime	cdm.rosetta	skos:exactMatch	common_domain_model:directTime	slot directTime	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.DirectOrRelativeTime.relativeTime	DirectOrRelativeTime.relativeTime	cdm.rosetta	skos:exactMatch	common_domain_model:relativeTime	slot relativeTime	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.RelativeTime	type RelativeTime	cdm.rosetta	skos:exactMatch	common_domain_model:RelativeTime	class RelativeTime	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_base_datetime
cdm.rosetta:cdm.base.datetime.RelativeTime.timeRelativeTo	RelativeTime.timeRelativeTo	cdm.rosetta	skos:exactMatch	common_domain_model:timeRelativeTo	slot timeRelativeTo	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.RelativeTimeOffset	type RelativeTimeOffset	cdm.rosetta	skos:exactMatch	common_domain_model:RelativeTimeOffset	class RelativeTimeOffset	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_base_datetime
cdm.rosetta:cdm.base.datetime.RelativeTimeOffset.offsetTimeUnit	RelativeTimeOffset.offsetTimeUnit	cdm.rosetta	skos:exactMatch	common_domain_model:offsetTimeUnit	slot offsetTimeUnit	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.RelativeTimeOffset.offsetMultiplier	RelativeTimeOffset.offsetMultiplier	cdm.rosetta	skos:exactMatch	common_domain_model:offsetMultiplier	slot offsetMultiplier	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.RelativeTimeOffset.rounding	RelativeTimeOffset.rounding	cdm.rosetta	skos:exactMatch	common_domain_model:rounding	slot rounding	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.TimeRounding	type TimeRounding	cdm.rosetta	skos:exactMatch	common_domain_model:TimeRounding	class TimeRounding	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_base_datetime
cdm.rosetta:cdm.base.datetime.TimeRounding.roundingDirection	TimeRounding.roundingDirection	cdm.rosetta	skos:exactMatch	common_domain_model:roundingDirection	slot roundingDirection	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (1..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.TimeRounding.roundToUnit	TimeRounding.roundToUnit	cdm.rosetta	skos:exactMatch	common_domain_model:roundToUnit	slot roundToUnit	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.PeriodRange	type PeriodRange	cdm.rosetta	skos:exactMatch	common_domain_model:PeriodRange	class PeriodRange	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_base_datetime
cdm.rosetta:cdm.base.datetime.PeriodRange.lowerBound	PeriodRange.lowerBound	cdm.rosetta	skos:exactMatch	common_domain_model:lowerBound	slot lowerBound	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.PeriodRange.upperBound	PeriodRange.upperBound	cdm.rosetta	skos:exactMatch	common_domain_model:upperBound	slot upperBound	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.PeriodBound	type PeriodBound	cdm.rosetta	skos:exactMatch	common_domain_model:PeriodBound	class PeriodBound	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_base_datetime
cdm.rosetta:cdm.base.datetime.PeriodBound.period	PeriodBound.period	cdm.rosetta	skos:exactMatch	common_domain_model:period	slot period	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (1..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.PeriodBound.inclusive	PeriodBound.inclusive	cdm.rosetta	skos:exactMatch	common_domain_model:inclusive	slot inclusive	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (1..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.AveragingSchedule	type AveragingSchedule	cdm.rosetta	skos:exactMatch	common_domain_model:AveragingSchedule	class AveragingSchedule	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_base_datetime
cdm.rosetta:cdm.base.datetime.AveragingSchedule.startDate	AveragingSchedule.startDate	cdm.rosetta	skos:exactMatch	common_domain_model:startDate	slot startDate	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (1..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.AveragingSchedule.endDate	AveragingSchedule.endDate	cdm.rosetta	skos:exactMatch	common_domain_model:endDate	slot endDate	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (1..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.AveragingSchedule.averagingPeriodFrequency	AveragingSchedule.averagingPeriodFrequency	cdm.rosetta	skos:exactMatch	common_domain_model:averagingPeriodFrequency	slot averagingPeriodFrequency	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (1..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.AdjustableRelativeOrPeriodicDates	type AdjustableRelativeOrPeriodicDates	cdm.rosetta	skos:exactMatch	common_domain_model:AdjustableRelativeOrPeriodicDates	class AdjustableRelativeOrPeriodicDates	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_base_datetime
cdm.rosetta:cdm.base.datetime.AdjustableRelativeOrPeriodicDates.adjustableDates	AdjustableRelativeOrPeriodicDates.adjustableDates	cdm.rosetta	skos:exactMatch	common_domain_model:adjustableDates	slot adjustableDates	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.AdjustableRelativeOrPeriodicDates.relativeDates	AdjustableRelativeOrPeriodicDates.relativeDates	cdm.rosetta	skos:exactMatch	common_domain_model:relativeDates	slot relativeDates	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.AdjustableRelativeOrPeriodicDates.periodicDates	AdjustableRelativeOrPeriodicDates.periodicDates	cdm.rosetta	skos:exactMatch	common_domain_model:periodicDates	slot periodicDates	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.PeriodicDates	type PeriodicDates	cdm.rosetta	skos:exactMatch	common_domain_model:PeriodicDates	class PeriodicDates	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_base_datetime
cdm.rosetta:cdm.base.datetime.PeriodicDates.startDate	PeriodicDates.startDate	cdm.rosetta	skos:exactMatch	common_domain_model:startDate	slot startDate	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.PeriodicDates.endDate	PeriodicDates.endDate	cdm.rosetta	skos:exactMatch	common_domain_model:endDate	slot endDate	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.PeriodicDates.periodFrequency	PeriodicDates.periodFrequency	cdm.rosetta	skos:exactMatch	common_domain_model:periodFrequency	slot periodFrequency	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.PeriodicDates.periodDatesAdjustments	PeriodicDates.periodDatesAdjustments	cdm.rosetta	skos:exactMatch	common_domain_model:periodDatesAdjustments	slot periodDatesAdjustments	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.PeriodicDates.dayType	PeriodicDates.dayType	cdm.rosetta	skos:exactMatch	common_domain_model:dayType	slot dayType	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.base.datetime.CalculationPeriodFrequency	type CalculationPeriodFrequency	cdm.rosetta	skos:exactMatch	common_domain_model:CalculationPeriodFrequency	class CalculationPeriodFrequency	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_base_datetime
